Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,15-1200,Computer Occupations,3590,4460,870,24.2,870,1980,3720,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1211,Computer Systems Analysts,280,310,30,10.7,60,150,240,62.19,129353.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1231,Computer Network Support Specialists,90,100,10,11.1,20,50,80,38.48,80028.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1232,Computer User Support Specialists,310,380,70,22.6,70,180,320,31.05,64580.00,"Some college, no degree",None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1241,Computer Network Architects,80,90,10,12.5,10,40,60,78.69,163676.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1244,Network and Computer Systems Administrators,230,280,50,21.7,40,120,210,62.53,130076.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1245,Database Administrators and Architects,110,130,20,18.2,30,60,110,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1251,Computer Programmers,200,200,0,0.0,40,90,130,49.62,103228.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,1540,2040,500,32.5,420,880,1800,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1257,Web Developers and Digital Interface Designers,200,270,70,35.0,60,120,250,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-1299,"Computer Occupations, All Other",500,590,90,18.0,130,270,490,51.16,106398.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,15-2000,Mathematical Science Occupations,110,140,30,27.3,30,60,120,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-2031,Operations Research Analysts,40,50,10,25.0,10,20,40,49.32,102591.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",50,60,10,20.0,10,30,50,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,17-0000,Architecture and Engineering Occupations,1240,1380,140,11.3,320,650,1110,49.62,103222.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,17-1000,"Architects, Surveyors, and Cartographers",250,250,0,0.0,70,110,180,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-1011,"Architects, Except Landscape and Naval",170,170,0,0.0,50,70,120,49.78,103533.00,Bachelor's degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-1012,Landscape Architects,60,60,0,0.0,20,30,50,48.92,101761.00,Bachelor's degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,17-2000,Engineers,690,810,120,17.4,160,340,620,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-2051,Civil Engineers,310,360,50,16.1,70,170,290,54.87,114116.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-2081,Environmental Engineers,50,50,0,0.0,10,20,30,54.91,114208.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-2141,Mechanical Engineers,60,70,10,16.7,10,30,50,49.79,103572.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-2199,"Engineers, All Other",50,50,0,0.0,10,20,30,55.59,115635.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",300,320,20,6.7,100,200,320,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-3011,Architectural and Civil Drafters,120,110,-10,-8.3,40,70,100,38.47,80016.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-3022,Civil Engineering Technicians,50,50,0,0.0,10,30,40,48.66,101204.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-3023,Electrical and Electronics Engineering Technicians,30,40,10,33.3,10,20,40,39.65,82467.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,17-3031,Surveying and Mapping Technicians,30,30,0,0.0,10,30,40,38.13,79330.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,19-0000,"Life, Physical, and Social Science Occupations",1190,1400,210,17.6,260,910,1380,48.29,100439.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,19-1000,Life Scientists,250,310,60,24.0,40,190,290,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-1029,"Biological Scientists, All Other",70,90,20,28.6,10,50,80,59.77,124309.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-1042,"Medical Scientists, Except Epidemiologists",70,90,20,28.6,10,50,80,65.24,135699.00,Doctoral or professional degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,19-2000,Physical Scientists,320,390,70,21.9,60,270,400,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-2031,Chemists,160,200,40,25.0,30,140,210,48.29,100439.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-2041,"Environmental Scientists and Specialists, Including Health",110,130,20,18.2,20,90,130,49.35,102658.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-2042,"Geoscientists, Except Hydrologists and Geographers",30,40,10,33.3,10,30,50,59.49,123727.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,19-3000,Social Scientists and Related Workers,320,350,30,9.4,80,160,270,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-3031,"Clinical, Counseling, and School Psychologists",190,210,20,10.5,50,80,150,0.00,0.00,Doctoral or professional degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-3051,Urban and Regional Planners,70,80,10,14.3,10,50,70,52.56,109324.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,19-4000,"Life, Physical, and Social Science Technicians",250,300,50,20.0,70,260,380,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-4021,Biological Technicians,100,120,20,20.0,30,110,160,27.32,56828.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-4031,Chemical Technicians,40,40,0,0.0,10,40,50,28.60,59502.00,Associate's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-4042,"Environmental Science and Protection Technicians, Including Health",40,50,10,25.0,10,40,60,24.69,51351.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,19-5000,Occupational Health and Safety Specialists and Technicians,50,60,10,20.0,20,20,50,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,19-5011,Occupational Health and Safety Specialists,50,50,0,0.0,10,20,30,54.62,113602.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,21-0000,Community and Social Service Occupations,2260,2510,250,11.1,800,1540,2590,30.18,62776.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1990,2240,250,12.6,690,1360,2300,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1012,"Educational, Guidance, School, and Vocational Counselors",200,220,20,10.0,70,120,210,38.67,80435.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1013,Marriage and Family Therapists,110,120,10,9.1,40,70,120,30.18,62780.00,Master's degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1015,Rehabilitation Counselors,80,80,0,0.0,30,50,80,21.20,44094.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",320,380,60,18.8,110,210,380,28.58,59459.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1019,"Counselors, All Other",110,120,10,9.1,40,70,120,27.16,56500.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1021,"Child, Family, and School Social Workers",230,250,20,8.7,70,150,240,36.66,76253.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1022,Healthcare Social Workers,90,110,20,22.2,30,60,110,46.72,97186.00,Master's degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1023,Mental Health and Substance Abuse Social Workers,110,120,10,9.1,30,70,110,38.67,80442.00,Master's degree,None,Internship/residency
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1091,Health Educators,50,50,0,0.0,20,40,60,30.43,63294.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1092,Probation Officers and Correctional Treatment Specialists,120,130,10,8.3,30,80,120,49.89,103783.00,Bachelor's degree,None,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1093,Social and Human Service Assistants,390,450,60,15.4,170,320,550,23.43,48743.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1094,Community Health Workers,60,70,10,16.7,20,40,70,38.13,79330.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-1099,"Community and Social Service Specialists, All Other",110,130,20,18.2,40,80,140,28.77,59838.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,21-2000,Religious Workers,260,270,10,3.8,110,170,290,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-2011,Clergy,130,140,10,7.7,60,80,150,36.29,75476.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,21-2021,"Directors, Religious Activities and Education",100,100,0,0.0,40,70,110,21.99,45744.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,23-0000,Legal Occupations,1060,1200,140,13.2,310,450,900,61.76,128449.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,23-1000,"Lawyers, Judges, and Related Workers",680,770,90,13.2,160,180,430,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,23-1011,Lawyers,640,730,90,14.1,150,170,410,80.69,167832.00,Doctoral or professional degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,23-2000,Legal Support Workers,380,430,50,13.2,160,270,480,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,23-2011,Paralegals and Legal Assistants,350,400,50,14.3,140,250,440,30.83,64130.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,23-2099,"Legal Support Workers, All Other",30,30,0,0.0,10,20,30,30.25,62914.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,25-0000,"Education, Training, and Library Occupations",7550,8630,1080,14.3,3450,3790,8320,31.76,66073.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,25-1000,Postsecondary Teachers,880,950,70,8.0,410,420,900,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",100,110,10,10.0,50,50,110,0.00,62579.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-1199,"Postsecondary Teachers, All Other",480,490,10,2.1,220,230,460,0.00,83939.00,Doctoral or professional degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",3550,3950,400,11.3,1210,1670,3280,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-2011,"Preschool Teachers, Except Special Education",720,840,120,16.7,320,460,900,21.96,45691.00,Associate's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-2021,"Elementary School Teachers, Except Special Education",1260,1380,120,9.5,400,530,1050,0.00,94923.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",870,950,80,9.2,240,370,690,0.00,98865.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-2058,"Special Education Teachers, Secondary School",30,30,0,0.0,10,10,20,0.00,82793.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,25-3000,Other Teachers and Instructors,1390,1800,410,29.5,950,860,2220,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-3021,Self-Enrichment Education Teachers,560,760,200,35.7,400,360,960,23.61,49110.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-3031,"Substitute Teachers, Short-Term",290,340,50,17.2,190,170,410,23.34,48542.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",470,620,150,31.9,320,290,760,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,25-4000,"Librarians, Curators, and Archivists",230,250,20,8.7,150,130,300,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-4022,Librarians and Media Collections Specialists,110,120,10,9.1,60,50,120,39.80,82793.00,Master's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-4031,Library Technicians,90,90,0,0.0,70,50,120,29.52,61386.00,Postsecondary non-degree award,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,25-9000,"Other Education, Training, and Library Occupations",1500,1690,190,12.7,740,730,1660,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-9031,Instructional Coordinators,100,130,30,30.0,60,50,140,35.76,74391.00,Master's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-9045,"Teaching Assistants, Except Postsecondary",910,1000,90,9.9,430,450,970,0.00,45684.00,"Some college, no degree",None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,25-9099,"Education, Training, and Library Workers, All Other",470,550,80,17.0,250,220,550,31.48,65491.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2820,3160,340,12.1,1090,1790,3220,37.98,78995.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,27-1000,Art and Design Workers,1270,1370,100,7.9,490,750,1340,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1011,Art Directors,120,130,10,8.3,60,70,140,78.30,162860.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1014,Multimedia Artists and Animators,340,340,0,0.0,160,180,340,58.42,121510.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1021,Commercial and Industrial Designers,30,40,10,33.3,10,20,40,46.25,96182.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1022,Fashion Designers,50,50,0,0.0,10,30,40,47.99,99820.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1024,Graphic Designers,280,320,40,14.3,90,180,310,37.72,78466.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1025,Interior Designers,200,220,20,10.0,60,120,200,38.95,81028.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1026,Merchandise Displayers and Window Trimmers,100,100,0,0.0,30,60,90,21.37,44447.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-1029,"Designers, All Other",80,90,10,12.5,30,50,90,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,27-2000,"Entertainers and Performers, Sports and Related Workers",480,570,90,18.8,220,350,660,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,27-2012,Producers and Directors,200,230,30,15.0,50,130,210,58.48,121634.00,Bachelor's degree,Less than 5 years,None
